Id,Data,Produto,Categoria,Quantidade,Preço
4534,2023-01-21,HOME OFFICE Setup,Desktop,1,2120.09
4101,2023-01-21,GAMER Setup,Desktop,1,15804.57
1432,2023-01-21,Mouse,Periféricos,1,66.66
2392,2023-01-21,BASIC Notebook,Laptop,1,1969.88
3367,2023-01-21,BASIC Notebook,Laptop,1,2016.19
2571,2023-01-21,GAMER Notebook,Laptop,1,11141.49
981,2023-01-21,BASIC Notebook,Laptop,1,2214.56
4782,2023-01-21,Teclado,Periféricos,2,497.25
2537,2023-01-21,PRO Notebook,Laptop,1,3850.26
1939,2023-01-21,Mouse,Periféricos,1,109.41
2148,2023-01-21,GAMER Notebook,Laptop,1,6297.5
1237,2023-01-21,Mouse,Periféricos,2,180.2
3809,2023-01-21,Webcam,Periféricos,1,131.1
2958,2023-01-22,BASIC Notebook,Laptop,1,2409.61
4996,2023-01-22,PRO Notebook,Laptop,1,2524.3
4901,2023-01-22,Teclado,Periféricos,1,141.32
2322,2023-01-22,MOBA Setup,Desktop,1,6243.54
1205,2023-01-22,GAMER Notebook,Laptop,1,4322.64
1422,2023-01-22,MOBA Setup,Desktop,1,3035.25
1623,2023-01-22,HOME OFFICE Setup,Desktop,1,2092.67
4024,2023-01-22,BASIC Notebook,Laptop,1,1987.31
3591,2023-01-22,BASIC Notebook,Laptop,1,2175.13
3720,2023-01-22,Teclado,Periféricos,1,173.57
128,2023-01-22,GAMER Setup,Desktop,1,18365.65
2184,2023-01-22,MOBA Setup,Desktop,1,6200.8
343,2023-01-22,HOME OFFICE Setup,Desktop,1,1998.66
393,2023-01-23,MOBA Setup,Desktop,1,6636.59
305,2023-01-23,Webcam,Periféricos,4,218.94
4987,2023-01-23,HOME OFFICE Setup,Desktop,1,2857.66
3930,2023-01-23,HOME OFFICE Setup,Desktop,1,2213.25
2330,2023-01-23,HOME OFFICE Setup,Desktop,1,2659.73
2799,2023-01-23,HOME OFFICE Setup,Desktop,1,2619.66
3786,2023-01-23,Joystick,Periféricos,4,456.85
249,2023-01-23,HOME OFFICE Setup,Desktop,1,2010.51
432,2023-01-23,Mouse,Periféricos,1,167.67
423,2023-01-23,Webcam,Periféricos,2,152.28
416,2023-01-23,BASIC Notebook,Laptop,1,2072.05
3598,2023-01-23,BASIC Notebook,Laptop,1,1854.27
3395,2023-01-23,HOME OFFICE Setup,Desktop,1,2066.58
2051,2023-01-24,Teclado,Periféricos,1,289.88
1323,2023-01-24,GAMER Notebook,Laptop,1,9420.28
4942,2023-01-24,PRO Notebook,Laptop,1,2641.85
3746,2023-01-24,HOME OFFICE Setup,Desktop,1,1624.87
4636,2023-01-24,Webcam,Periféricos,1,136.07
1969,2023-01-24,PRO Notebook,Laptop,2,3739.23
3954,2023-01-24,GAMER Setup,Desktop,1,29325.82
3038,2023-01-24,PRO Notebook,Laptop,1,2601.35
3566,2023-01-24,Adaptador Wi-Fi,Periféricos,1,97.95
348,2023-01-24,GAMER Setup,Desktop,1,27749.18
420,2023-01-24,GAMER Setup,Desktop,1,6574.56
3620,2023-01-24,Adaptador Wi-Fi,Periféricos,3,92.17
1876,2023-01-24,PRO Notebook,Laptop,1,3742.64
4661,2023-01-24,HOME OFFICE Setup,Desktop,1,2756.58
1267,2023-01-24,Adaptador Wi-Fi,Periféricos,1,91.78
3266,2023-01-25,Headset,Periféricos,1,474.51
3618,2023-01-25,MOBA Setup,Desktop,1,9347.53
182,2023-01-25,GAMER Notebook,Laptop,1,7716.4
892,2023-01-25,GAMER Setup,Desktop,1,25667.43
293,2023-01-25,Headset,Periféricos,1,368.13
1818,2023-01-25,BASIC Notebook,Laptop,1,2131.09
2361,2023-01-25,Webcam,Periféricos,5,84.24
2630,2023-01-25,Teclado,Periféricos,2,671.93
3507,2023-01-25,Joystick,Periféricos,1,372.22
4204,2023-01-25,PRO Notebook,Laptop,1,3679.95
1946,2023-01-25,Headset,Periféricos,5,149.33
2708,2023-01-25,HOME OFFICE Setup,Desktop,1,1600.9
4456,2023-01-25,MOBA Setup,Desktop,2,6513.05
885,2023-01-25,PRO Notebook,Laptop,1,3642.44
4719,2023-01-25,Mouse,Periféricos,4,68.76
2885,2023-01-26,GAMER Notebook,Laptop,1,8547.83
2922,2023-01-26,GAMER Notebook,Laptop,1,11482.25
2397,2023-01-26,Mouse,Periféricos,1,104.46
136,2023-01-26,PRO Notebook,Laptop,1,3673.58
1230,2023-01-26,Adaptador Wi-Fi,Periféricos,1,97.69
1986,2023-01-26,PRO Notebook,Laptop,1,3689.36
4980,2023-01-26,PRO Notebook,Laptop,1,3736.47
439,2023-01-27,Joystick,Periféricos,1,243.03
437,2023-01-27,Mouse,Periféricos,5,135.6
1055,2023-01-27,Adaptador Wi-Fi,Periféricos,3,88.83
1899,2023-01-27,MOBA Setup,Desktop,1,7900.95
654,2023-01-27,GAMER Setup,Desktop,1,15603.1
3623,2023-01-27,HOME OFFICE Setup,Desktop,1,2280.89
492,2023-01-27,HOME OFFICE Setup,Desktop,2,2492.91
985,2023-01-27,GAMER Setup,Desktop,1,5798.13
2819,2023-01-27,BASIC Notebook,Laptop,1,2206.34
4838,2023-01-27,BASIC Notebook,Laptop,1,2278.35
3946,2023-01-27,BASIC Notebook,Laptop,1,2220.66
4289,2023-01-27,PRO Notebook,Laptop,1,3810.97
4936,2023-01-27,Headset,Periféricos,5,173.88
2678,2023-01-27,Joystick,Periféricos,1,141.18
2314,2023-01-27,HOME OFFICE Setup,Desktop,1,1856.92
4403,2023-01-27,MOBA Setup,Desktop,1,4326.98
2658,2023-01-27,Mouse,Periféricos,1,28.92
307,2023-01-27,Adaptador Wi-Fi,Periféricos,4,96.72
1598,2023-01-27,Webcam,Periféricos,1,109.02
3699,2023-01-27,HOME OFFICE Setup,Desktop,1,2914.5
2038,2023-01-27,PRO Notebook,Laptop,1,2846.75
258,2023-01-27,GAMER Notebook,Laptop,1,6952.16
107,2023-01-28,HOME OFFICE Setup,Desktop,1,1974.27
302,2023-01-28,GAMER Setup,Desktop,1,11906.37
2125,2023-01-28,HOME OFFICE Setup,Desktop,1,1619.11
1322,2023-01-28,BASIC Notebook,Laptop,1,2151.47
2212,2023-01-28,BASIC Notebook,Laptop,1,1874.15
312,2023-01-28,PRO Notebook,Laptop,1,3452.18
1490,2023-01-28,BASIC Notebook,Laptop,1,2484.53
705,2023-01-28,Headset,Periféricos,5,470.19
1299,2023-01-28,GAMER Notebook,Laptop,1,6122.12
4816,2023-01-28,GAMER Notebook,Laptop,1,6953.53
4913,2023-01-28,BASIC Notebook,Laptop,3,2282.79
80,2023-01-28,PRO Notebook,Laptop,1,3700.89
2938,2023-01-29,GAMER Setup,Desktop,1,23480.61
2871,2023-01-29,HOME OFFICE Setup,Desktop,2,2420.8
3139,2023-01-29,BASIC Notebook,Laptop,1,2418.66
2934,2023-01-29,Headset,Periféricos,1,375.35
4054,2023-01-29,BASIC Notebook,Laptop,1,2201.76
4933,2023-01-29,Headset,Periféricos,1,278.28
4138,2023-01-29,HOME OFFICE Setup,Desktop,1,1712.75
3613,2023-01-29,GAMER Notebook,Laptop,1,8756.94
1980,2023-01-29,BASIC Notebook,Laptop,1,1866.0
3817,2023-01-29,PRO Notebook,Laptop,1,3290.42
2325,2023-01-29,GAMER Notebook,Laptop,1,11646.97
788,2023-01-29,Joystick,Periféricos,1,297.85
477,2023-01-29,BASIC Notebook,Laptop,1,2365.05
1233,2023-01-29,PRO Notebook,Laptop,1,3219.53
3935,2023-01-29,GAMER Notebook,Laptop,1,8627.91
1665,2023-01-29,Headset,Periféricos,5,226.62
483,2023-01-29,Teclado,Periféricos,1,463.9
3036,2023-01-29,HOME OFFICE Setup,Desktop,1,1823.37
4308,2023-01-29,Webcam,Periféricos,1,187.57
2800,2023-01-30,MOBA Setup,Desktop,1,5450.47
2290,2023-01-30,BASIC Notebook,Laptop,1,2278.85
2461,2023-01-30,GAMER Notebook,Laptop,1,4268.96
2836,2023-01-30,MOBA Setup,Desktop,1,5532.16
1282,2023-01-30,Adaptador Wi-Fi,Periféricos,3,80.03
368,2023-01-30,HOME OFFICE Setup,Desktop,1,2062.26
2334,2023-01-30,GAMER Setup,Desktop,1,4275.03
563,2023-01-30,Teclado,Periféricos,1,84.8
2263,2023-01-30,MOBA Setup,Desktop,1,3881.93
4106,2023-01-30,Mouse,Periféricos,1,62.79
4077,2023-01-30,Teclado,Periféricos,1,93.21
1031,2023-01-30,BASIC Notebook,Laptop,1,2369.62
1774,2023-01-30,HOME OFFICE Setup,Desktop,1,2344.75
4212,2023-01-30,BASIC Notebook,Laptop,1,2033.44
4688,2023-01-30,BASIC Notebook,Laptop,1,1825.71
1571,2023-01-30,GAMER Notebook,Laptop,1,9181.06
867,2023-01-31,Headset,Periféricos,3,141.5
4000,2023-01-31,Adaptador Wi-Fi,Periféricos,1,95.6
86,2023-01-31,BASIC Notebook,Laptop,1,2478.3
1638,2023-01-31,GAMER Notebook,Laptop,1,10818.01
253,2023-01-31,HOME OFFICE Setup,Desktop,1,2332.76
3562,2023-01-31,BASIC Notebook,Laptop,1,2075.66
2766,2023-01-31,Webcam,Periféricos,1,195.21
3799,2023-01-31,Adaptador Wi-Fi,Periféricos,1,93.74
2606,2023-01-31,Teclado,Periféricos,2,689.03
68,2023-01-31,GAMER Notebook,Laptop,1,5840.92
3336,2023-01-31,MOBA Setup,Desktop,2,6785.64
4097,2023-01-31,BASIC Notebook,Laptop,1,2127.71
4964,2023-01-31,BASIC Notebook,Laptop,1,1946.03
4798,2023-01-31,Adaptador Wi-Fi,Periféricos,1,85.7
2221,2023-01-31,HOME OFFICE Setup,Desktop,1,2526.72
2975,2023-01-31,Adaptador Wi-Fi,Periféricos,1,96.12
2253,2023-01-31,HOME OFFICE Setup,Desktop,1,2423.36
976,2023-02-01,Webcam,Periféricos,1,272.81
4139,2023-02-01,Adaptador Wi-Fi,Periféricos,1,89.49
434,2023-02-01,Headset,Periféricos,1,398.47
1982,2023-02-01,HOME OFFICE Setup,Desktop,1,2834.44
876,2023-02-01,Teclado,Periféricos,1,751.3
2577,2023-02-01,GAMER Setup,Desktop,1,21833.73
2155,2023-02-01,Mouse,Periféricos,1,32.46
2413,2023-02-01,GAMER Setup,Desktop,1,7299.2
452,2023-02-01,Headset,Periféricos,3,330.94
3556,2023-02-01,GAMER Notebook,Laptop,1,4756.43
2775,2023-02-01,Mouse,Periféricos,1,131.86
4012,2023-02-01,GAMER Setup,Desktop,1,27615.86
3646,2023-02-01,GAMER Setup,Desktop,2,10493.9
1345,2023-02-01,GAMER Setup,Desktop,1,10177.06
1580,2023-02-01,GAMER Setup,Desktop,1,28374.86
3007,2023-02-01,GAMER Notebook,Laptop,1,8266.31
1277,2023-02-01,Adaptador Wi-Fi,Periféricos,1,97.71
764,2023-02-02,Headset,Periféricos,3,68.93
2369,2023-02-02,MOBA Setup,Desktop,1,6537.95
4186,2023-02-02,Headset,Periféricos,1,148.49
2427,2023-02-02,BASIC Notebook,Laptop,1,1837.82
4962,2023-02-02,GAMER Setup,Desktop,1,24939.64
4556,2023-02-02,GAMER Setup,Desktop,1,17863.3
952,2023-02-02,HOME OFFICE Setup,Desktop,1,1659.83
4495,2023-02-02,Teclado,Periféricos,1,516.95
4776,2023-02-02,BASIC Notebook,Laptop,1,1888.24
4029,2023-02-02,MOBA Setup,Desktop,3,4000.75
2146,2023-02-02,GAMER Notebook,Laptop,1,8231.57
2551,2023-02-02,HOME OFFICE Setup,Desktop,1,2811.45
4955,2023-02-02,HOME OFFICE Setup,Desktop,1,2901.49
4876,2023-02-02,Webcam,Periféricos,1,256.81
2763,2023-02-02,Webcam,Periféricos,1,139.35
4161,2023-02-03,Teclado,Periféricos,1,738.5
1129,2023-02-03,PRO Notebook,Laptop,1,3048.12
1096,2023-02-03,BASIC Notebook,Laptop,1,1836.25
4989,2023-02-03,Headset,Periféricos,1,260.75
4382,2023-02-03,Webcam,Periféricos,1,91.35
4859,2023-02-03,Mouse,Periféricos,4,152.24
4610,2023-02-03,Mouse,Periféricos,5,148.83
15,2023-02-03,PRO Notebook,Laptop,1,3304.34
3479,2023-02-03,GAMER Notebook,Laptop,1,10278.9
4131,2023-02-03,Teclado,Periféricos,4,294.42
4332,2023-02-03,BASIC Notebook,Laptop,1,1853.46
2921,2023-02-03,HOME OFFICE Setup,Desktop,1,2270.03
254,2023-02-03,Adaptador Wi-Fi,Periféricos,1,89.52
2041,2023-02-03,GAMER Notebook,Laptop,1,4704.17
2655,2023-02-03,GAMER Setup,Desktop,1,11251.16
1243,2023-02-03,BASIC Notebook,Laptop,1,2334.83
2877,2023-02-04,BASIC Notebook,Laptop,1,2003.49
2244,2023-02-04,GAMER Setup,Desktop,1,6539.0
1406,2023-02-04,HOME OFFICE Setup,Desktop,1,2682.14
3398,2023-02-04,Webcam,Periféricos,1,54.56
4171,2023-02-04,HOME OFFICE Setup,Desktop,1,1665.29
4819,2023-02-04,BASIC Notebook,Laptop,1,2236.99
3098,2023-02-04,HOME OFFICE Setup,Desktop,1,1816.28
4792,2023-02-05,GAMER Notebook,Laptop,1,8313.26
1743,2023-02-05,GAMER Setup,Desktop,1,28680.37
2561,2023-02-05,GAMER Setup,Desktop,1,27774.67
1355,2023-02-05,GAMER Setup,Desktop,1,16595.97
2130,2023-02-05,Teclado,Periféricos,1,686.72
1384,2023-02-05,PRO Notebook,Laptop,1,3342.19
3586,2023-02-05,Adaptador Wi-Fi,Periféricos,1,92.45
4152,2023-02-05,Headset,Periféricos,1,185.51
2338,2023-02-05,HOME OFFICE Setup,Desktop,1,1789.62
1606,2023-02-05,BASIC Notebook,Laptop,1,2405.47
542,2023-02-05,PRO Notebook,Laptop,1,3986.48
170,2023-02-05,BASIC Notebook,Laptop,1,2261.2
1787,2023-02-05,GAMER Notebook,Laptop,1,11442.04
3804,2023-02-05,Adaptador Wi-Fi,Periféricos,1,82.93
1884,2023-02-05,HOME OFFICE Setup,Desktop,1,2550.71
2039,2023-02-05,GAMER Setup,Desktop,1,29391.91
